STOP_ID,STOP_NAME,STATION_NAME,MAP_ID,ADA,RED,BLUE,G,BRN,P,Pexp,Y,Pnk,O,Location
30161,18th (Loop-bound),18th,40830,true,false,false,false,false,false,false,false,true,false,"(41.857908, -87.669147)"
30162,18th (54th/Cermak-bound),18th,40830,true,false,false,false,false,false,false,false,true,false,"(41.857908, -87.669147)"
30113,54th/Cermak (Loop-bound),54th/Cermak,40580,true,false,false,false,false,false,false,false,true,false,"(41.85177331, -87.75669201)"
30114,54th/Cermak (Terminal arrival),54th/Cermak,40580,true,false,false,false,false,false,false,false,true,false,"(41.85177331, -87.75669201)"
30132,Adams/Wabash (Inner Loop),Adams/Wabash,40680,false,false,false,true,false,false,true,false,true,true,"(41.879507, -87.626037)"
30131,Adams/Wabash (Outer Loop),Adams/Wabash,40680,false,false,false,true,true,false,false,false,false,false,"(41.879507, -87.626037)"
30240,Addison (Forest Pk-bound),Addison,41240,true,false,true,false,false,false,false,false,false,false,"(41.94738, -87.71906)"
30277,Addison (Kimball-bound),Addison,41440,true,false,false,false,true,false,false,false,false,false,"(41.947028, -87.674642)"
30274,Addison (95th-bound),Addison,41420,true,true,false,false,false,false,false,false,false,false,"(41.947428, -87.653626)"
30278,Addison (Loop-bound),Addison,41440,true,false,false,false,true,false,false,false,false,false,"(41.947028, -87.674642)"
30273,Addison (Howard-bound),Addison,41420,true,true,false,false,false,false,false,false,false,false,"(41.947428, -87.653626)"
30239,Addison (O'Hare-bound),Addison,41240,true,false,true,false,false,false,false,false,false,false,"(41.94738, -87.71906)"
30128,Armitage (Loop-bound),Armitage,40660,true,false,false,false,true,false,true,false,false,false,"(41.918217, -87.652644)"
